latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,nearest_industrial_km,nearest_industrial_type,nearest_industrial_name,nearest_industrial_region,nearest_industrial_latitude,nearest_industrial_longitude,facility_osm_id,cpcb_name,cpcb_sector,nearest_place_km,nearest_place_name,nearest_place_type,in_forest,in_farmland,final_class,place_description,facility_osm_id_str,is_anomaly,baseline_frp_mean,baseline_frp_std,daynight_flag,confidence_num,ml_prediction,ml_confidence
11.72656,78.68904,333.4,0.37,0.58,2026-08-22,737,N,VIIRS,n,2.0NRT,289.76,0.95,D,12.90453559925482,works,Chilling Plant,tn_central,11.8414036,78.6719676,1337630473,,,10.725476678900122,Muttal,village,True,False,wildfire,Forest / Woodland reserve near Muttal,1337630473,False,,,1,1,wildfire,0.976
11.72925,78.6898,331.96,0.37,0.58,2026-08-22,737,N,VIIRS,n,2.0NRT,290.07,1.86,D,12.62106936784463,works,Chilling Plant,tn_central,11.8414036,78.6719676,1337630473,,,11.030831369065014,Muttal,village,True,False,wildfire,Forest / Woodland reserve near Muttal,1337630473,False,,,1,1,wildfire,0.976
12.23923,79.42413,332.77,0.32,0.55,2026-08-22,737,N,VIIRS,n,2.0NRT,295.75,2.81,D,21.858122137972604,industrial,"Ruins of the Ricemill, Thennathur Village",tn_central,12.4341311,79.4503323,305328715,,,1.9171108415464424,Gingee,town,False,False,urban_commercial_fire,Urban / Commercial area (Gingee),305328715,False,3.07,1.535,1,1,urban_commercial_fire,0.983
9.63003,77.42585,299.48,0.39,0.44,2026-08-22,2012,N,VIIRS,n,2.0NRT,270.94,0.75,N,65.14880022768502,industrial,unnamed,tn_central,9.5822502,78.0181003,751731783,,,4.696645782770469,Gandhigramam,village,False,False,agricultural_burn,"Agricultural cropland near Gandhigramam (village, 4.7 km)",751731783,False,,,0,1,agricultural_burn,0.984
10.0821,77.23841,305.95,0.41,0.45,2026-08-22,2012,N,VIIRS,n,2.0NRT,289.39,1.95,N,56.2221253022912,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,1.1377509678831643,Kurangani,village,False,False,agricultural_burn,"Agricultural cropland near Kurangani (village, 1.1 km)",cpcb_4,False,,,0,1,agricultural_burn,0.987
10.08541,77.24478,316.57,0.41,0.45,2026-08-22,2012,N,VIIRS,n,2.0NRT,289.35,1.5,N,55.843367179282346,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,0.4373605852233759,Kurangani,village,False,False,agricultural_burn,"Agricultural cropland near Kurangani (village, 0.4 km)",cpcb_4,False,,,0,1,agricultural_burn,0.987
10.2395,77.21495,306.04,0.41,0.45,2026-08-22,2012,N,VIIRS,n,2.0NRT,285.61,1.38,N,38.89094164959752,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,2.771821067875776,Karayoor,village,False,False,agricultural_burn,"Agricultural cropland near Karayoor (village, 2.8 km)",cpcb_4,False,,,0,1,agricultural_burn,0.986
10.61528,77.4217,309.99,0.41,0.45,2026-08-22,2012,N,VIIRS,n,2.0NRT,292.12,0.7,N,19.070936737532907,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,4.91410311446902,Kaniyur,village,False,False,agricultural_burn,"Agricultural cropland near Kaniyur (village, 4.9 km)",cpcb_4,False,,,0,1,agricultural_burn,0.97
10.68565,77.50634,316.98,0.4,0.44,2026-08-22,2012,N,VIIRS,n,2.0NRT,292.29,1.55,N,30.111681111601648,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,2.87447812316307,Thalavaipattinam,village,False,False,agricultural_burn,"Agricultural cropland near Thalavaipattinam (village, 2.9 km)",cpcb_4,False,,,0,1,agricultural_burn,0.985
10.92703,77.06378,300.75,0.43,0.46,2026-08-22,2012,N,VIIRS,n,2.0NRT,289.03,0.53,N,42.85015982334073,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,3.225884195092785,Chettipalayam,village,False,False,agricultural_burn,"Agricultural cropland near Chettipalayam (village, 3.2 km)",cpcb_4,False,,,0,1,agricultural_burn,0.987
10.93126,77.0644,306.28,0.43,0.46,2026-08-22,2012,N,VIIRS,n,2.0NRT,289.45,0.62,N,43.23324099727528,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,2.94466667748746,Kallapalayam,village,False,False,agricultural_burn,"Agricultural cropland near Kallapalayam (village, 2.9 km)",cpcb_4,False,,,0,1,agricultural_burn,0.987
11.81559,77.91829,302.45,0.39,0.44,2026-08-22,2012,N,VIIRS,n,2.0NRT,280.35,1.22,N,13.193308651428689,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,cpcb_0,Madras Aluminium Company Ltd (MALCO),Aluminium,0.6493957609734262,Kukkalpatti,village,False,False,agricultural_burn,"Agricultural cropland near Kukkalpatti (village, 0.6 km)",cpcb_0,False,,,0,1,agricultural_burn,0.987
8.20317,79.9137,338.28,0.55,0.68,2026-08-23,858,N,VIIRS,n,2.0NRT,282.14,9.28,D,137.47728453293462,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,11.832960540313367,Karaitivu,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Karaitivu (11.8 km),cpcb_27,False,,,1,1,scrub_biomass_burn,0.983
8.60119,77.89647,336.19,0.41,0.6,2026-08-23,858,N,VIIRS,n,2.0NRT,297.6,3.94,D,31.856702308991,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,cpcb_25,Sterlite Industries (India) Ltd - Copper Smelter,Copper,3.6309105386838616,Adichanallur,village,False,False,agricultural_burn,"Agricultural cropland near Adichanallur (village, 3.6 km)",cpcb_25,False,,,1,1,agricultural_burn,0.986
9.11287,77.61896,331.28,0.39,0.6,2026-08-23,858,N,VIIRS,n,2.0NRT,297.74,1.9,D,42.68713758221664,industrial,IND Barath Thermal Power Ltd,cpcb_verified,8.8894,77.935,cpcb_13,IND Barath Thermal Power Ltd,Powerplant,0.8281803379934761,Keelaneelithanallur,village,False,False,agricultural_burn,"Agricultural cropland near Keelaneelithanallur (village, 0.8 km)",cpcb_13,False,,,1,1,agricultural_burn,0.986
9.30156,77.52041,337.02,0.39,0.59,2026-08-23,858,N,VIIRS,n,2.0NRT,298.79,2.15,D,62.88328033440073,industrial,unnamed,tn_central,9.5822502,78.0181003,751731783,,,3.0348177461985446,Thenmalai,village,False,False,agricultural_burn,"Agricultural cropland near Thenmalai (village, 3.0 km)",751731783,False,,,1,1,agricultural_burn,0.987
9.33903,77.85733,333.04,0.41,0.61,2026-08-23,858,N,VIIRS,n,2.0NRT,296.88,3.16,D,32.28576621059135,industrial,unnamed,tn_central,9.5822502,78.0181003,751731783,,,4.608112915709648,Ottaiyal,village,False,False,agricultural_burn,"Agricultural cropland near Ottaiyal (village, 4.6 km)",751731783,False,,,1,1,agricultural_burn,0.986
9.40167,78.73985,338.39,0.47,0.64,2026-08-23,858,N,VIIRS,n,2.0NRT,292.39,4.17,D,11.711294362238204,industrial,Coromandel Electric Company Ltd,cpcb_verified,9.3639,78.8395,cpcb_24,Pioneer Power Ltd,Powerplant,1.6016327085100903,Seyyalur,village,False,False,agricultural_burn,"Agricultural cropland near Seyyalur (village, 1.6 km)",cpcb_24,False,,,1,1,agricultural_burn,0.986
9.75798,77.86183,333.4,0.42,0.61,2026-08-23,858,N,VIIRS,n,2.0NRT,290.13,4.86,D,19.29479125163038,industrial,unnamed,tn_central,9.7615692,78.0378628,1025074545,,,4.306496191744243,T.Kallupatti,village,False,False,agricultural_burn,"Agricultural cropland near T.Kallupatti (village, 4.3 km)",1025074545,False,,,1,1,agricultural_burn,0.986
11.1382,77.34947,295.69,0.43,0.62,2026-08-23,1951,N,VIIRS,n,2.0NRT,265.86,0.63,N,62.18961579867055,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,1.0379899499734455,Pitchampalayam,suburb,False,False,urban_commercial_fire,Urban / Commercial area (Pitchampalayam),cpcb_4,False,,,0,1,urban_commercial_fire,0.983
10.07071,77.25803,298.24,0.42,0.61,2026-08-23,1953,N,VIIRS,n,2.0NRT,276.35,1.65,N,57.4831197384558,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,1.0784524811851266,Kottakudi,village,False,False,agricultural_burn,"Agricultural cropland near Kottakudi (village, 1.1 km)",cpcb_4,False,,,0,1,agricultural_burn,0.987
10.0711,77.255,318.01,0.43,0.62,2026-08-23,1953,N,VIIRS,n,2.0NRT,277.2,1.65,N,57.43533100528269,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,1.2195691516460887,Kottakudi,village,False,False,agricultural_burn,"Agricultural cropland near Kottakudi (village, 1.2 km)",cpcb_4,False,,,0,1,agricultural_burn,0.987
10.07149,77.25207,301.66,0.43,0.62,2026-08-23,1953,N,VIIRS,n,2.0NRT,276.97,2.47,N,57.38950221160114,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,1.418188042839122,Kottakudi,village,False,False,agricultural_burn,"Agricultural cropland near Kottakudi (village, 1.4 km)",cpcb_4,False,,,0,1,agricultural_burn,0.987
10.07236,77.25639,313.63,0.43,0.62,2026-08-23,1953,N,VIIRS,n,2.0NRT,276.72,1.63,N,57.29703156271218,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,1.0149041791367484,Kottakudi,village,False,False,agricultural_burn,"Agricultural cropland near Kottakudi (village, 1.0 km)",cpcb_4,False,,,0,1,agricultural_burn,0.987
10.07274,77.25336,313.23,0.43,0.62,2026-08-23,1953,N,VIIRS,n,2.0NRT,276.82,1.63,N,57.251377104928,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,1.2210767414263493,Kottakudi,village,False,False,agricultural_burn,"Agricultural cropland near Kottakudi (village, 1.2 km)",cpcb_4,False,,,0,1,agricultural_burn,0.987
8.01957,80.31305,342.68,0.55,0.51,2026-08-24,839,N,VIIRS,n,2.0NRT,289.59,6.13,D,178.79618167870424,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,1.9463477798021027,Wetakoluwagama,village,False,False,agricultural_burn,"Agricultural cropland near Wetakoluwagama (village, 1.9 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.86698,78.08605,332.97,0.41,0.45,2026-08-24,839,N,VIIRS,n,2.0NRT,286.72,3.33,D,12.621712505597232,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,cpcb_25,Sterlite Industries (India) Ltd - Copper Smelter,Copper,5.137730194183938,Pandarampatti,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Pandarampatti (5.1 km),cpcb_25,False,,,1,1,scrub_biomass_burn,0.983
8.86875,78.15804,341.5,0.41,0.45,2026-08-24,839,N,VIIRS,n,2.0NRT,289.45,5.2,D,11.902590898568718,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,cpcb_25,Sterlite Industries (India) Ltd - Copper Smelter,Copper,3.1903180913423386,Tharuvaikulam,village,False,False,agricultural_burn,"Agricultural cropland near Tharuvaikulam (village, 3.2 km)",cpcb_25,False,,,1,1,agricultural_burn,0.986
9.41015,80.39861,349.18,0.59,0.53,2026-08-24,839,N,VIIRS,n,2.0NRT,295.47,11.22,D,119.89873023064702,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,0.7762066043815334,Thirunagar,village,False,False,agricultural_burn,"Agricultural cropland near Thirunagar (village, 0.8 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
9.42267,80.38055,330.97,0.58,0.52,2026-08-24,839,N,VIIRS,n,2.0NRT,293.91,3.37,D,118.09714613687952,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,0.8330142868290311,Kanesa Puram,village,False,False,agricultural_burn,"Agricultural cropland near Kanesa Puram (village, 0.8 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
9.61047,80.29727,338.24,0.58,0.52,2026-08-24,839,N,VIIRS,n,2.0NRT,296.02,3.54,D,113.78398537252616,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,0.9717238514433352,Kachaarveli,village,False,False,agricultural_burn,"Agricultural cropland near Kachaarveli (village, 1.0 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
9.61269,80.30055,334.09,0.58,0.52,2026-08-24,839,N,VIIRS,n,2.0NRT,294.89,1.85,D,114.20299574236807,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,0.5903222406687487,Kachaarveli,village,False,False,agricultural_burn,"Agricultural cropland near Kachaarveli (village, 0.6 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.34802,80.2693,347.84,0.39,0.36,2026-08-15,807,N,VIIRS,n,2.0NRT,296.14,8.35,D,148.1855559450128,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,2.762757225664996,Mahalindawewa,village,False,False,agricultural_burn,"Agricultural cropland near Mahalindawewa (village, 2.8 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.35009,80.26845,343.95,0.39,0.36,2026-08-15,807,N,VIIRS,n,2.0NRT,296.93,5.07,D,147.95686739427106,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,2.51854121143492,Mahalindawewa,village,False,False,agricultural_burn,"Agricultural cropland near Mahalindawewa (village, 2.5 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.35063,80.27195,343.95,0.39,0.36,2026-08-15,807,N,VIIRS,n,2.0NRT,296.75,4.58,D,148.18774685198514,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,2.562948223169881,Mahalindawewa,village,False,False,agricultural_burn,"Agricultural cropland near Mahalindawewa (village, 2.6 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
8.80854,80.32371,330.01,0.39,0.36,2026-08-15,807,N,VIIRS,n,2.0NRT,295.99,1.44,D,123.1184049144274,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,3.354792806031272,Sinnathambanai,village,False,False,agricultural_burn,"Agricultural cropland near Sinnathambanai (village, 3.4 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
9.04828,80.18815,331.15,0.39,0.36,2026-08-15,807,N,VIIRS,n,2.0NRT,297.36,4.05,D,99.69715514504132,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,2.1149659320538645,Panichamadu,village,False,False,agricultural_burn,"Agricultural cropland near Panichamadu (village, 2.1 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
11.4172,79.66978,336.37,0.39,0.36,2026-08-15,807,N,VIIRS,n,2.0NRT,289.86,2.76,D,13.64263040012429,industrial,unnamed,tn_central,11.4481361,79.5486497,165199027,,,3.0331252010751464,Chidambaram,town,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Chidambaram (3.0 km),165199027,False,6.1,3.05,1,1,scrub_biomass_burn,0.98
12.37895,76.98724,330.87,0.45,0.39,2026-08-15,807,N,VIIRS,n,2.0NRT,296.66,3.01,D,99.46421905921714,industrial,Sanmar Speciality Chemicals Ltd,cpcb_verified,12.7409,77.8253,cpcb_12,Sanmar Speciality Chemicals Ltd,Pharma,0.881696199895885,Nenanuru,village,False,False,agricultural_burn,"Agricultural cropland near Nenanuru (village, 0.9 km)",cpcb_12,False,,,1,1,agricultural_burn,0.987
12.23028,79.20409,303.61,0.51,0.41,2026-08-15,2042,N,VIIRS,n,2.0NRT,280.63,0.65,N,10.17258413038911,industrial,unnamed,tn_central,12.2550688,79.1139789,1025064116,,,2.8878010956603424,Kilpennathur,village,False,False,agricultural_burn,"Agricultural cropland near Kilpennathur (village, 2.9 km)",1025064116,False,,,0,1,agricultural_burn,0.981
12.28915,78.93369,299.95,0.49,0.4,2026-08-15,2042,N,VIIRS,n,2.0NRT,275.68,0.9,N,6.41953951719088,industrial,Chengam,tn_central,12.3451243,78.9481616,751947969,,,2.2861419897007424,Pachchal,village,True,False,wildfire,Forest / Woodland reserve near Pachchal,751947969,False,,,0,1,wildfire,0.978
12.29187,78.93195,300.29,0.49,0.4,2026-08-15,2042,N,VIIRS,n,2.0NRT,275.58,0.84,N,6.1779504747583935,industrial,Chengam,tn_central,12.3451243,78.9481616,751947969,,,2.625229904807234,Pachchal,village,True,False,wildfire,Forest / Woodland reserve near Pachchal,751947969,False,,,0,1,wildfire,0.978
13.15892,80.28419,338.12,0.57,0.43,2026-08-15,2042,N,VIIRS,n,2.0NRT,291.24,11.5,N,0.54304198075428,industrial,unnamed,tn_north,13.1563844,80.2884764,218212406,,,1.7937497325180445,Kargil Nagar,suburb,False,False,industrial_fire,Industrial facility (Industrial facility),218212406,False,4.27,4.85415972817816,0,1,industrial_fire,0.985
13.16287,80.28493,313.34,0.57,0.43,2026-08-15,2042,N,VIIRS,n,2.0NRT,290.47,5.01,N,0.585084685070843,industrial,CPCL Manali Refinery Captive Power Station,tn_north,13.1675279,80.2824164,1134607892,,,1.378423950951142,Kargil Nagar,suburb,False,False,industrial_fire,Industrial facility (CPCL Manali Refinery Captive Power Station),1134607892,False,2.89,2.998132752230961,0,1,industrial_fire,0.985
9.33741,78.60825,304.15,0.52,0.41,2026-08-15,2044,N,VIIRS,n,2.0NRT,277.2,1.12,N,18.34225227826021,industrial,unnamed,tn_central,9.4991424,78.6411443,477564304,,,10.203958527024373,Mudukulattur,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Mudukulattur (10.2 km),477564304,False,,,0,1,scrub_biomass_burn,0.982
10.61674,77.42191,296.05,0.44,0.38,2026-08-15,2044,N,VIIRS,n,2.0NRT,272.09,0.44,N,19.12038540632765,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,4.974397362307504,Kaniyur,village,False,False,agricultural_burn,"Agricultural cropland near Kaniyur (village, 5.0 km)",cpcb_4,False,,,0,1,agricultural_burn,0.966
10.62393,79.12068,300.22,0.53,0.42,2026-08-15,2044,N,VIIRS,n,2.0NRT,272.74,1.55,N,7.201407472824314,works,Kurungulam Sugar Mill,tn_central,10.6700899,79.0744572,441125477,,,0.4644757530924494,Seviyarkudikadu,village,True,False,wildfire,Forest / Woodland reserve near Seviyarkudikadu,441125477,False,,,0,1,wildfire,0.968
10.62608,79.11906,310.41,0.53,0.42,2026-08-15,2044,N,VIIRS,n,2.0NRT,272.97,1.41,N,6.90694878411195,works,Kurungulam Sugar Mill,tn_central,10.6700899,79.0744572,441125477,,,0.6836068299595096,Seviyarkudikadu,village,True,False,wildfire,Forest / Woodland reserve near Seviyarkudikadu,441125477,False,,,0,1,wildfire,0.973
10.92917,77.06458,302.5,0.42,0.38,2026-08-15,2044,N,VIIRS,n,2.0NRT,277.82,0.54,N,43.01876168842404,industrial,Amaravathy Co-Op Sugar Mills (Distillery),cpcb_verified,10.5876,77.2495,cpcb_4,Amaravathy Co-Op Sugar Mills (Distillery),Distillery,3.1223339475333365,Kallapalayam,village,False,False,agricultural_burn,"Agricultural cropland near Kallapalayam (village, 3.1 km)",cpcb_4,False,,,0,1,agricultural_burn,0.987
11.21336,77.89606,304.47,0.45,0.39,2026-08-15,2044,N,VIIRS,n,2.0NRT,274.78,0.91,N,16.204158280259158,industrial,unnamed,tn_central,11.2221002,78.0443584,1268484315,,,0.1206837061017427,Nallagoundampalayam.E,village,False,False,agricultural_burn,"Agricultural cropland near Nallagoundampalayam.E (village, 0.1 km)",1268484315,False,,,0,1,agricultural_burn,0.986
11.80888,77.9234,309.59,0.45,0.39,2026-08-15,2044,N,VIIRS,n,2.0NRT,270.04,1.75,N,13.587849309193643,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,cpcb_0,Madras Aluminium Company Ltd (MALCO),Aluminium,0.9726709096968882,Kuttapatti,village,False,False,agricultural_burn,"Agricultural cropland near Kuttapatti (village, 1.0 km)",cpcb_0,False,,,0,1,agricultural_burn,0.986
11.8096,77.92503,308.4,0.45,0.39,2026-08-15,2044,N,VIIRS,n,2.0NRT,269.92,0.81,N,13.776406578678897,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,cpcb_0,Madras Aluminium Company Ltd (MALCO),Aluminium,0.9252201998480788,Kukkalpatti,village,False,False,agricultural_burn,"Agricultural cropland near Kukkalpatti (village, 0.9 km)",cpcb_0,False,,,0,1,agricultural_burn,0.985
11.81028,77.92094,296.33,0.45,0.39,2026-08-15,2044,N,VIIRS,n,2.0NRT,269.71,0.81,N,13.352078558606896,industrial,Madras Aluminium Company Ltd (MALCO),cpcb_verified,11.788,77.8004,cpcb_0,Madras Aluminium Company Ltd (MALCO),Aluminium,0.8247430829692367,Kuttapatti,village,False,False,agricultural_burn,"Agricultural cropland near Kuttapatti (village, 0.8 km)",cpcb_0,False,,,0,1,agricultural_burn,0.986
11.8396,78.97262,306.04,0.5,0.41,2026-08-15,2044,N,VIIRS,n,2.0NRT,280.59,0.92,N,11.6355773740132,industrial,Poompuhar THDC Ltd,tn_central,11.7375173,78.9491263,836478966,,,3.486949455591271,Thondanandal,village,False,False,agricultural_burn,"Agricultural cropland near Thondanandal (village, 3.5 km)",836478966,False,,,0,1,agricultural_burn,0.976
12.09803,78.35358,295.31,0.46,0.39,2026-08-15,2044,N,VIIRS,n,2.0NRT,267.92,0.7,N,11.983581060926388,plant,unnamed,tn_central,12.153857,78.4478679,1468887802,,,1.9888626714420763,Thonganur,village,False,False,agricultural_burn,"Agricultural cropland near Thonganur (village, 2.0 km)",1468887802,False,,,0,1,agricultural_burn,0.983
8.76996,78.10783,335.8,0.55,0.51,2026-08-16,750,N,VIIRS,n,2.0NRT,286.4,2.39,D,3.0323012078714315,industrial,Coastal Energen Power Ltd,cpcb_verified,8.7642,78.1348,cpcb_25,Sterlite Industries (India) Ltd - Copper Smelter,Copper,1.879911796119292,Sorispuram,suburb,False,False,urban_commercial_fire,Urban / Commercial area (Sorispuram),cpcb_25,False,,,1,1,urban_commercial_fire,0.985
9.319,79.30539,337.47,0.45,0.47,2026-08-16,750,N,VIIRS,n,2.0NRT,272.45,4.67,D,3.587456000055306,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,3.919708824131452,Rameswaram,town,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Rameswaram (3.9 km),cpcb_27,False,,,1,1,scrub_biomass_burn,0.975
9.3233,80.19555,333.77,0.39,0.44,2026-08-16,750,N,VIIRS,n,2.0NRT,290.77,3.18,D,96.93592022507951,industrial,Arkay Energy (Rameswaram) Ltd,cpcb_verified,9.2876,79.3129,cpcb_27,Arkay Energy (Rameswaram) Ltd,Powerplant,1.1112498357362988,Manniyakulam,village,False,False,agricultural_burn,"Agricultural cropland near Manniyakulam (village, 1.1 km)",cpcb_27,False,,,1,1,agricultural_burn,0.987
9.45774,77.60921,339.95,0.58,0.52,2026-08-16,750,N,VIIRS,n,2.0NRT,297.11,5.97,D,46.9290747743348,industrial,unnamed,tn_central,9.5822502,78.0181003,751731783,,,1.3886018661277395,Kothankulam,village,False,False,agricultural_burn,"Agricultural cropland near Kothankulam (village, 1.4 km)",751731783,False,,,1,1,agricultural_burn,0.987
9.45867,77.61446,342.14,0.58,0.52,2026-08-16,750,N,VIIRS,n,2.0NRT,296.88,5.97,D,46.34845513120386,industrial,unnamed,tn_central,9.5822502,78.0181003,751731783,,,1.0081683772699914,Thulukkankulam,village,False,False,agricultural_burn,"Agricultural cropland near Thulukkankulam (village, 1.0 km)",751731783,False,,,1,1,agricultural_burn,0.987
9.6554,80.30992,355.1,0.38,0.43,2026-08-16,750,N,VIIRS,n,2.0NRT,292.62,9.63,D,115.41257240767312,industrial,unnamed,tn_central,10.430444,79.6088047,651535389,,,1.488598893213137,Vembodukerny,village,False,False,agricultural_burn,"Agricultural cropland near Vembodukerny (village, 1.5 km)",651535389,False,,,1,1,agricultural_burn,0.987
9.85071,77.88331,332.78,0.55,0.51,2026-08-16,750,N,VIIRS,n,2.0NRT,297.59,1.3,D,15.30511132789604,industrial,unnamed,tn_central,9.865834,78.0221691,990641679,,,9.149597868719267,Pudupatti,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Pudupatti (9.1 km),990641679,False,1.97,0.985,1,1,scrub_biomass_burn,0.983
9.85307,77.88065,335.86,0.55,0.51,2026-08-16,750,N,VIIRS,n,2.0NRT,297.51,1.64,D,15.568622758474184,industrial,unnamed,tn_central,9.865834,78.0221691,990641679,,,8.960651513507083,Chinnakattalai,village,False,False,scrub_biomass_burn,Rural scrubland / open biomass near Chinnakattalai (9.0 km),990641679,False,1.97,0.985,1,1,scrub_biomass_burn,0.983
10.20671,78.83601,333.99,0.47,0.47,2026-08-16,750,N,VIIRS,n,2.0NRT,298.64,3.96,D,8.059805871530378,industrial,unnamed,tn_central,10.2053945,78.7623732,665751399,,,0.9738189572533176,Aanaivaari,village,True,False,wildfire,Forest / Woodland reserve near Aanaivaari,665751399,False,,,1,1,wildfire,0.984
10.53129,79.73779,332.24,0.4,0.44,2026-08-16,750,N,VIIRS,n,2.0NRT,299.65,2.77,D,11.049994544561596,industrial,unnamed,tn_central,10.5388466,79.6370038,705063225,,,2.1389332782591546,Vattakkudi,village,False,False,agricultural_burn,"Agricultural cropland near Vattakkudi (village, 2.1 km)",705063225,False,,,1,1,agricultural_burn,0.986
